strain	clade_membership	accession	date	source	country	original_annotated_genotype	original_annotated_subtype
1B_HCV-1B/US/BID-V365/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V343/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/HITP400087/KU871307/AUSTRALIA/2013	1		2013-11-04	ncbi	Australia		
1B_HCV-1B/US/BID-V130/1994	1		1994-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V354/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V121/1992	1		1992-XX-XX	ncbi	USA	1	1b
HCV/HCV_NWFD_1CG_COINF18/MT512570/RUSSIA/2018	1		2018-XX-XX	ncbi	Russia		
1B_HCV-1B/US/BID-V342/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/83/KC439527/USA/1995	1		1995-04-02	ncbi	USA		
HCV/P13/OP022914/UNITED-KINGDOM/2018	1		2017-XX-XX	ictv	United Kingdom	1	1o
HCV/A106-POST-W12/MZ541884/DENMARK/2018	1		2018-05-XX	ncbi	Denmark		
HCV/1C_ZS17/KC844047/CHINA/2009	1		2009-XX-XX	ncbi	China	1	1c
HCV/364797/MW690013/UNITED-KINGDOM/2014	1		2014-06-25	ncbi	United Kingdom		
HCV/365549/MW689981/UNITED-KINGDOM/2016	1		2016-06-22	ncbi	United Kingdom		
HCV/365546/MW689980/UNITED-KINGDOM/2015	1		2015-08-21	ncbi	United Kingdom		
HCV/1008039/MW689988/UNITED-KINGDOM/2014	1		2014-01-23	ncbi	United Kingdom		
HCV/1008079/MW690001/UNITED-KINGDOM/2013	1		2013-05-23	ncbi	United Kingdom		
HCV/365502/MW689962/UNITED-KINGDOM/2014	1		2014-06-25	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V6/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V317/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V265/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V200/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V104/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/1A_V2508/JX463531/USA/2004	1		2004-01-21	ncbi	USA	1	1a
HCV/1A_V3329/JX463606/USA/2007	1		2007-02-21	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V48/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V77/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/UFOHG0083/KX621511/USA/2001	1		2001-10-03	ncbi	USA		
1A_HCV-1A/US/BID-V170/1997	1		1997-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V205/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V323/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/DE/BID-V33/2004	1		2004-XX-XX	ncbi	Germany	1	1a
HCV/1A_V2520/JX463559/USA/2002	1		2002-03-12	ncbi	USA	1	1a
HCV/1A_V2541/JX463615/USA/2005	1		2005-05-11	ncbi	USA	1	1a
HCV/BBAASH161/KX621466/USA/2005	1		2005-04-12	ncbi	USA		
HCV/1A_045/LC368347/JAPAN/2008	1		2008-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V701/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V507/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/365542/MW689979/UNITED-KINGDOM/2014	1		2014-09-17	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V428/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_V3209/JX463577/USA/2004	1		2004-01-27	ncbi	USA	1	1a
HCV/1A_V3348/JX463639/USA/2007	1		2007-02-13	ncbi	USA	1	1a
HCV/365488/MW689954/UNITED-KINGDOM/2013	1		2013-11-25	ncbi	United Kingdom		
HCV/365456/MW690017/UNITED-KINGDOM/2012	1		2012-11-21	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V194/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_V2518/JX463557/USA/2002	1		2002-11-14	ncbi	USA	1	1a
HCV/1A_V2544/JX463617/USA/2006	1		2006-01-03	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V176/1992	1		1992-XX-XX	ncbi	USA	1	1a
HCV/1A_V3181/JX463540/USA/2002	1		2002-03-04	ncbi	USA	1	1a
HCV/1A_V3192/JX463596/USA/2005	1		2005-05-09	ncbi	USA	1	1a
HCV/1A_V3190/JX463549/USA/2003	1		2003-12-11	ncbi	USA	1	1a
HCV/1A_V3346/JX463611/USA/2006	1		2006-12-18	ncbi	USA	1	1a
HCV/1008089/MW690006/UNITED-KINGDOM/2014	1		2014-05-23	ncbi	United Kingdom		
HCV/D127/FJ515073/TAIWAN/2004	1		2004-XX-XX	ncbi	Taiwan		
HCV/1008051/MW689995/UNITED-KINGDOM/2016	1		2016-04-26	ncbi	United Kingdom		
HCV/1008100/MW690009/UNITED-KINGDOM/2015	1		2015-10-07	ncbi	United Kingdom		
HCV/1A_V2509/JX463532/USA/2004	1		2004-01-21	ncbi	USA	1	1a
HCV/1A_V2537/JX463592/USA/2007	1		2007-01-29	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V261/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
HCV/G47_040518/MW715688/UNITED-KINGDOM/2018	1		2018-05-04	ncbi	United Kingdom		
HCV/1008049/MW689993/UNITED-KINGDOM/2012	1		2012-10-04	ncbi	United Kingdom		
HCV/1008087/MW690005/UNITED-KINGDOM/2014	1		2014-06-12	ncbi	United Kingdom		
HCV/365476/MW689949/UNITED-KINGDOM/2014	1		2014-09-08	ncbi	United Kingdom		
HCV/1008078/MW690000/UNITED-KINGDOM/2013	1		2013-03-19	ncbi	United Kingdom		
HCV/365482/MW689951/UNITED-KINGDOM/2013	1		2013-09-19	ncbi	United Kingdom		
HCV/365485/MW689953/UNITED-KINGDOM/2013	1		2013-11-07	ncbi	United Kingdom		
1A_HCV-1A/CH/BID-V257/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
HCV/2000554_S/MT632121/ISRAEL/2015	1		2015-09-03	ncbi	Israel		
1A_HCV-1A/CH/BID-V231/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V225/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V249/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V245/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V247/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V239/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/1A_V2515/JX463555/USA/2001	1		2001-10-17	ncbi	USA	1	1a
HCV/1A_V2540/JX463614/USA/2004	1		2004-11-09	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V95/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V2513/JX463536/USA/2003	1		2003-06-11	ncbi	USA	1	1a
HCV/1A_V2547/JX463594/USA/2006	1		2006-05-30	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V100/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V63/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/1A_V2521/JX463560/USA/2002	1		2002-06-05	ncbi	USA	1	1a
HCV/1A_V3216/JX463626/USA/2005	1		2005-07-25	ncbi	USA	1	1a
HCV/UFOMN0517/KX621521/USA/2003	1		2003-11-18	ncbi	USA		
HCV/1A_V3327/JX463552/USA/2003	1		2003-10-08	ncbi	USA	1	1a
HCV/1A_V2536/JX463591/USA/2006	1		2006-08-23	ncbi	USA	1	1a
HCV/UFOTL0220/KX621535/USA/2001	1		2001-10-22	ncbi	USA		
HCV/UFOVH0125/KX621538/USA/2006	1		2006-02-17	ncbi	USA		
1A_HCV-1A/US/BID-V192/1992	1		1992-XX-XX	ncbi	USA	1	1a
HCV/1A_003/LC368311/JAPAN/2003	1		2003-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V1707/2007	1		2007-XX-XX	ncbi	USA	1	1a
HCV/UFOTH0034/KX621528/USA/2007	1		2007-04-18	ncbi	USA		
HCV/1709/JX472007/USA/2003	1		2003-XX-XX	ncbi	USA		
HCV/1A_V2505/JX463528/USA/2002	1		2002-12-16	ncbi	USA	1	1a
HCV/1A_V2533/JX463588/USA/2005	1		2005-12-06	ncbi	USA	1	1a
HCV/1A_V2523/JX463562/USA/2003	1		2003-01-15	ncbi	USA	1	1a
HCV/1A_V2545/JX463618/USA/2006	1		2006-01-30	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V696/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V331/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V110/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V452/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1712/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V422/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/UFOHG0053/KX621510/USA/2001	1		2001-01-17	ncbi	USA		
1A_HCV-1A/US/BID-V396/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V2528/JX463567/USA/2003	1		2003-08-20	ncbi	USA	1	1a
HCV/1A_V2548/JX463620/USA/2006	1		2006-10-11	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V395/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V427/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V445/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_08/LC209870/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/2000502/MT632115/ISRAEL/2015	1		2015-07-19	ncbi	Israel		
1A_HCV-1A/US/BID-V10/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V182/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V85/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V329/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V15/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V208/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_110/LC368412/MYANMAR/2011	1		2011-XX-XX	ncbi	Myanmar	1	1a
HCV/364785/MW689998/UNITED-KINGDOM/2014	1		2014-10-13	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V386/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V440/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V434/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V424/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_V2503/JX463526/USA/2002	1		2002-08-13	ncbi	USA	1	1a
HCV/1A_V3193/JX463597/USA/2005	1		2005-08-29	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V408/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V2516/JX463556/USA/2001	1		2001-10-05	ncbi	USA	1	1a
HCV/1A_V2539/JX463613/USA/2004	1		2004-10-19	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V101/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_V3183/JX463542/USA/2003	1		2003-02-12	ncbi	USA	1	1a
HCV/1A_V2535/JX463590/USA/2006	1		2006-06-12	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V78/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_007/LC368315/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V167/1992	1		1992-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V79/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V107/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V68/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/BBAASH57/KX621456/USA/2004	1		2004-04-22	ncbi	USA		
HCV/BBAASH116/KX621460/USA/2006	1		2006-06-15	ncbi	USA		
HCV/1A_023/LC368331/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1a
HCV/BBAASH17/KX621445/USA/2001	1		2001-09-17	ncbi	USA		
HCV/BBAASH18/KX621446/USA/2001	1		2001-07-05	ncbi	USA		
HCV/BBAASH33/KX621451/USA/2000	1		2000-10-26	ncbi	USA		
HCV/2000449/MT632110/ISRAEL/2015	1		2015-06-15	ncbi	Israel		
1A_HCV-1A/US/BID-V429/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/BBAASH24/KX621449/USA/2003	1		2003-01-02	ncbi	USA		
HCV/BBAASH53/KX621455/USA/2003	1		2003-09-25	ncbi	USA		
HCV/BBAASH22/KX621448/USA/2001	1		2001-06-13	ncbi	USA		
HCV/BBAASH133/KX621462/USA/2006	1		2006-03-23	ncbi	USA		
HCV/BBAASH174/KX621467/USA/2006	1		2006-03-09	ncbi	USA		
1A_HCV-1A/US/BID-V464/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_07/LC209869/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V700/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V3353/JX463554/USA/2003	1		2003-01-27	ncbi	USA	1	1a
HCV/1A_V3197/JX463601/USA/2006	1		2006-02-06	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V116/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/BBAASH113/KX621458/USA/2006	1		2006-03-10	ncbi	USA		
HCV/BBAASH115/KX621459/USA/2006	1		2006-03-10	ncbi	USA		
1A_HCV-1A/US/BID-V65/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V436/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V392/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/BBAASH176/KX621468/USA/2007	1		2007-01-09	ncbi	USA		
HCV/UFOMN0296/KX621517/USA/2001	1		2001-07-25	ncbi	USA		
1A_HCV-1A/US/BID-V698/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V389/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V388/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/2001172_S/MT632191/ISRAEL/2017	1		2017-07-05	ncbi	Israel		
1A_HCV-1A/US/BID-V45/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/1A_V3179/JX463538/USA/2002	1		2002-07-23	ncbi	USA	1	1a
HCV/1A_V3194/JX463598/USA/2005	1		2005-09-12	ncbi	USA	1	1a
HCV/P2B22/KX767055/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B03/KX767036/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B12/KX767045/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B20/KX767053/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B21/KX767054/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B04/KX767037/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B01/KX767034/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B02/KX767035/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B18/KX767051/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B17/KX767050/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B06/KX767039/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B16/KX767049/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B07/KX767040/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B13/KX767046/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B15/KX767048/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B19/KX767052/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B08/KX767041/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B14/KX767047/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B05/KX767038/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B09/KX767042/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B10/KX767043/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2B11/KX767044/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A07/KX767062/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A03/KX767058/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A05/KX767060/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A04/KX767059/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P2A01/KX767056/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A02/KX767057/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A15/KX767070/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A11/KX767066/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A20/KX767075/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A22/KX767077/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A19/KX767074/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A06/KX767061/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A09/KX767064/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A10/KX767065/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A12/KX767067/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A18/KX767073/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A14/KX767069/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A21/KX767076/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A08/KX767063/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A13/KX767068/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A16/KX767071/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A17/KX767072/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/1008053/MW689996/UNITED-KINGDOM/2013	1		2013-02-14	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V316/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V398/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/UFOMN0012/KX621515/USA/2002	1		2002-01-07	ncbi	USA		
HCV/1A_V2525/JX463564/USA/2003	1		2003-04-11	ncbi	USA	1	1a
HCV/1A_V2546/JX463619/USA/2006	1		2006-04-17	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V55/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1719/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V73/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V67/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V70/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_049/LC368351/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V106/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V64/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V461/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V86/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V242/2001	1		2001-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V234/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V235/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V233/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V251/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/SL20_S/MN628580/SRI-LANKA/2014	1		2014-XX-XX	ncbi	Sri Lanka		
HCV/365499/MW689961/UNITED-KINGDOM/2014	1		2014-07-04	ncbi	United Kingdom		
HCV/HITP300313/KX621500/AUSTRALIA/2008	1		2008-03-10	ncbi	Australia		
HCV/AUS_2604/KX621437/AUSTRALIA/2006	1		2006-10-25	ncbi	Australia		
HCV/AUS2403/MW629117/AUSTRALIA/2006	1		2006-10-05	ncbi	Australia		
HCV/AUS_118/KX621425/AUSTRALIA/2006	1		2006-05-18	ncbi	Australia		
HCV/AUS_102/KX621423/AUSTRALIA/2004	1		2004-07-08	ncbi	Australia		
HCV/AUS_2405/KX621436/AUSTRALIA/2007	1		2007-03-05	ncbi	Australia		
HCV/AUS_116/KX621424/AUSTRALIA/2006	1		2006-03-24	ncbi	Australia		
HCV/HITP300345_1A/KU871304/AUSTRALIA/2012	1		2012-04-16	ncbi	Australia		
HCV/HITP300315_1A/KU871305/AUSTRALIA/2010	1		2010-05-17	ncbi	Australia		
HCV/HITP300144/KU871306/AUSTRALIA/2012	1		2012-08-13	ncbi	Australia		
HCV/1008041/MW689990/UNITED-KINGDOM/2014	1		2014-02-20	ncbi	United Kingdom		
HCV/1008037/MW689987/UNITED-KINGDOM/2013	1		2013-06-11	ncbi	United Kingdom		
HCV/P176_140116/MW715685/UNITED-KINGDOM/2016	1		2016-01-14	ncbi	United Kingdom		
HCV/365466/MW690019/UNITED-KINGDOM/2014	1		2014-05-20	ncbi	United Kingdom		
HCV/P75_210808/MW675790/UNITED-KINGDOM/2008	1		2008-08-21	ncbi	United Kingdom		
HCV/P75_091110/MW675791/UNITED-KINGDOM/2010	1		2010-11-09	ncbi	United Kingdom		
HCV/P131_260609/MW675793/UNITED-KINGDOM/2008	1		2008-06-26	ncbi	United Kingdom		
HCV/P131_260909/MW675794/UNITED-KINGDOM/2009	1		2009-09-26	ncbi	United Kingdom		
HCV/P131_060111/MW675796/UNITED-KINGDOM/2011	1		2011-01-06	ncbi	United Kingdom		
HCV/P131_031210/MW675795/UNITED-KINGDOM/2010	1		2010-12-03	ncbi	United Kingdom		
HCV/A/KM587614/USA/2012	1		2012-07-06	ncbi	USA		
1A_HCV-1A/CH/BID-V237/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/2000599/MT632125/ISRAEL/2015	1		2015-10-28	ncbi	Israel		
HCV/2001137/MT632187/ISRAEL/2017	1		2017-06-15	ncbi	Israel		
1A_HCV-1A/CH/BID-V230/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
HCV/1008036/MW689986/UNITED-KINGDOM/2012	1		2012-12-10	ncbi	United Kingdom		
HCV/1008050/MW689994/UNITED-KINGDOM/2012	1		2012-12-07	ncbi	United Kingdom		
HCV/1008080/MW690002/UNITED-KINGDOM/2013	1		2013-09-19	ncbi	United Kingdom		
HCV/1008083/MW690004/UNITED-KINGDOM/2012	1		2012-10-08	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V25/2003	1		2003-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/CH/BID-V241/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V254/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V240/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/364772/MW689948/UNITED-KINGDOM/2014	1		2014-06-03	ncbi	United Kingdom		
HCV/365479/MW689950/UNITED-KINGDOM/2013	1		2013-05-22	ncbi	United Kingdom		
HCV/365464/MW690018/UNITED-KINGDOM/2014	1		2014-09-02	ncbi	United Kingdom		
HCV/1008082/MW690003/UNITED-KINGDOM/2015	1		2015-11-05	ncbi	United Kingdom		
HCV/365515/MW689972/UNITED-KINGDOM/2013	1		2013-01-28	ncbi	United Kingdom		
HCV/365513/MW689970/UNITED-KINGDOM/2012	1		2012-11-14	ncbi	United Kingdom		
HCV/365517/MW689974/UNITED-KINGDOM/2013	1		2013-05-08	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V36/2004	1		2004-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/CH/BID-V244/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
HCV/2000929/MT632160/ISRAEL/2016	1		2016-11-01	ncbi	Israel		
1A_HCV-1A/CH/BID-V224/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V246/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V268/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V238/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V252/2002	1		2002-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V271/2006	1		2006-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V267/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V270/2006	1		2006-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V260/2004	1		2004-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V222/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V226/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V229/2006	1		2006-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V236/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
HCV/365540/MW689977/UNITED-KINGDOM/2014	1		2014-07-30	ncbi	United Kingdom		
HCV/365508/MW689969/UNITED-KINGDOM/2012	1		2012-09-05	ncbi	United Kingdom		
HCV/365496/MW689960/UNITED-KINGDOM/2014	1		2014-07-01	ncbi	United Kingdom		
HCV/365492/MW689955/UNITED-KINGDOM/2013	1		2013-09-19	ncbi	United Kingdom		
HCV/365495/MW689959/UNITED-KINGDOM/2014	1		2014-06-16	ncbi	United Kingdom		
HCV/365493/MW689956/UNITED-KINGDOM/2014	1		2014-03-04	ncbi	United Kingdom		
HCV/365494/MW689958/UNITED-KINGDOM/2014	1		2014-03-12	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V1564/2007	1		2007-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/US/BID-V414/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/CH/BID-V258/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V256/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V227/2005	1		2005-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V223/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/CH/BID-V228/2006	1		2006-XX-XX	ncbi	Switzerland	1	1a
